id,piece_name,category,era_or_year,materials_gemstones,price_type,asking_price,currency_note,dealer,listing_url,image_url,sku,notes,source,first_seen,last_seen,times_seen,status
url:yafasignedjewels.com/products/david-webb-18k-gold-platinum-black-onyx-and-diamond-creole-hoop-ear-clips,"DAVID WEBB 18K Gold & Platinum Black Onyx and Diamond ""Creole Hoop"" Ear Clips",earrings,1980s,,asking,55700,USD,Yafa Signed Jewels,https://yafasignedjewels.com/products/david-webb-18k-gold-platinum-black-onyx-and-diamond-creole-hoop-ear-clips,https://cdn.shopify.com/s/files/1/0727/7772/8274/files/E2015-1_2274665.jpg?v=1758916501,E2015,"These bold and architectural ear clips from David Webb embody the brand's fearless design aesthetic. Fashioned in hammered 18K yellow gold and platinum, they feature dramatic interlocking hoops of polished black onyx, accented by pavé-set diamonds totaling approximately 7.50 carats. The sculptural “",shopify:yafasignedjewels.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-hammered-scroll-diamond-collar-necklace-rr8373,David Webb Platinum & 18K Yellow Gold Hammered Scroll Diamond Collar Necklace,necklace,,,asking,55200,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-hammered-scroll-diamond-collar-necklace-rr8373,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR8373.jpg?v=1756341251,RR8373,Put a modern twist on your wardrobe rotation with this 18K gold sculpted collar design. This is certainly a choker to remember! David Webb collar necklace adding a pop of color and excitement to a white shirt or suit for day and to a strapless top or gown for an evening out. Scroll tips decorated wi,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-hammered-graduating-link-necklace-rr8978,David Webb Platinum & 18K Yellow Gold Hammered Graduating Link Necklace,necklace,,,asking,55200,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-hammered-graduating-link-necklace-rr8978,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8978.jpg?v=1756337616,RR8978,"Introducing a remarkable piece of jewelry from the esteemed designer David Webb, the 18k Yellow Gold Link Chain Necklace. This necklace exudes a captivating blend of elegance and contemporary flair, making it a true statement piece. Crafted from radiant 18k yellow gold, the necklace features a serie",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-kingdom-platinum-18k-yellow-gold-double-lion-black-enamel-bracelet-rr5569,David Webb Kingdom Platinum & 18K Yellow Gold Double Lion & Black Enamel Bracelet,bracelet,,,asking,55200,USD,The Back Vault,https://thebackvault.com/products/david-webb-kingdom-platinum-18k-yellow-gold-double-lion-black-enamel-bracelet-rr5569,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR5569_dc68d6af-8b83-430c-bdef-8ec284e5cec5.jpg?v=1756329867,RR5569,Center Diamond Weight: 0.00 Metal Type: Platinum & 18K Yellow Gold Metal Weight: 129.3 gr. Stock: RR5569,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-green-enamel-diamond-and-ruby-frog-bracelet-rr8247,"David Webb Platinum & 18K Yellow Gold Green Enamel, Diamond And Ruby Frog Bracelet",bracelet,,,asking,55200,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-green-enamel-diamond-and-ruby-frog-bracelet-rr8247,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8247_707337ec-4b1d-4f6d-b496-90584cb27107.jpg?v=1756334114,RR8247,"This gorgeous David Webb Frog bracelet is amazing and for a smaller wrist. Made in 18 kt., the stylized frog with braided legs applied all over with green enamel, accented throughout with polished spiraled gold balls, with oval cabochon ruby eyes, its platinum lips set with 22 round diamonds approxi",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-multi-strand-jade-medallion-and-diamond-necklace-rr8097,David Webb 18K Yellow Gold Multi Strand Jade Medallion And Diamond Necklace,necklace,2020,,asking,55200,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-multi-strand-jade-medallion-and-diamond-necklace-rr8097,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8097.jpg?v=1756333116,RR8097,"This exquisite vintage necklace by David Webb showcases multiple strands of richly hued apple green jade beads, culminating in a striking carved jade medallion at the center. The centerpiece is framed in articulated 18K yellow gold, highlighting the sculptural elegance of the jade. Above the medalli",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-power-architectural-bracelet-rr8033,David Webb 18K Yellow Gold Power Architectural Bracelet,bracelet,,,asking,55200,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-power-architectural-bracelet-rr8033,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR8033.jpg?v=1756332842,RR8033,"This classic gold power bracelet features iconic David Webb architectural interest with its rigid yellow gold detail. Mix it with lots of yellow gold for a festive look, or wear it on its own with a crisp white shirt for a timeless day to evening look. Wrist Size: 6.25 to 6.5 inches Center Diamond W",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-white-gold-white-pearl-diamond-bracelet-rr5356,David Webb Platinum & 18K White Gold White Pearl & Diamond Bracelet,bracelet,Circa 1970,,asking,55200,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-white-gold-white-pearl-diamond-bracelet-rr5356,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR5356.jpg?v=1756327338,RR5356,Classic and elegant bracelet finely crafted in Platinum and 18k white gold. Spiraling strands of pearls wrap around the wrist and then intertwine with twisting gold emblazoned with round brilliant cut diamonds weighing approx. 20.00 carats. Signed by David Webb. Grams: 102gr. Circa 1970's DIMENSIONS,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:yafasignedjewels.com/products/david-webb-jade-bead-turquoise-white-enamel-and-diamond-pagoda-ear-clips,"DAVID WEBB Jade Bead, Turquoise, White Enamel, and Diamond “Pagoda” Ear Clips",earrings,2000,,asking,55000,USD,Yafa Signed Jewels,https://yafasignedjewels.com/products/david-webb-jade-bead-turquoise-white-enamel-and-diamond-pagoda-ear-clips,https://cdn.shopify.com/s/files/1/0727/7772/8274/files/E2013-1_2274669.jpg?v=1758916501,E2013,"A striking pair of “Pagoda” ear clips, designed in the 1980s, showcases Webb’s celebrated architectural aesthetic. These earrings feature jade beads suspended from a white enamel arc, balanced by polished turquoise rings and geometric white enamel tops. The composition is further elevated by pavé-se",shopify:yafasignedjewels.com,2026-08-07,2026-08-08,2,active
url:yafasignedjewels.com/products/david-webb-18k-yellow-gold-diamond-door-knocker-earrings,David Webb 18K Yellow Gold & Diamond Door Knocker Earrings,earrings,1960s,,asking,55000,USD,Yafa Signed Jewels,https://yafasignedjewels.com/products/david-webb-18k-yellow-gold-diamond-door-knocker-earrings,https://cdn.shopify.com/s/files/1/0727/7772/8274/files/edited_E2014_1_1852504.jpg?v=1750954775,E2014,"These Door Knocker earrings from Webb's '57th Street' collection are a part of one of the brand's most iconic and timeless motifs. Characterized by bold, architectural ovals and a substantial presence, the Door Knocker designs were introduced in the late 1960s and became popular throughout the 1970s",shopify:yafasignedjewels.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-1960s-impressive-25-carat-diamond-cluster-brooch-rr6774,David Webb 1960's Impressive 25 Carat Diamond Cluster Brooch,brooch,1960,,asking,55000,USD,The Back Vault,https://thebackvault.com/products/david-webb-1960s-impressive-25-carat-diamond-cluster-brooch-rr6774,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR6774.jpg?v=1756328185,RR6774,This is an impressive David Webb cluster diamond brooch crafted in 1960's set in platinum. All diamonds are of an exceptionally white quality and grade between F to G color and VS1-VS2 clarity. Double pin fastening. Brooch measures about 2 inches long. Center Diamond Weight: 25.00 Metal Weight: 49.2,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:ericoriginals.com/products/vintage-1970s-david-webb-gold-and-multi-gemstone-cuff-bracelet,Vintage 1970s David Webb Gold and Multi-Gemstone Cuff Bracelet,bracelet,1970s,,asking,55000,USD,Eric Originals & Antiques,https://ericoriginals.com/products/vintage-1970s-david-webb-gold-and-multi-gemstone-cuff-bracelet,https://cdn.shopify.com/s/files/1/0564/0916/1794/files/b4102-1_3586283.jpg?v=1779654786,B4102,"Finley crafted in 18k yellow gold with Cabochon Emeralds, Rubies, and Sapphires. Signed by David Webb Circa 1970s Size 6 1/4 inches",shopify:ericoriginals.com,2026-08-07,2026-08-08,2,active
url:ericoriginals.com/products/vintage-1960s-david-webb-crystal-pool-necklace,Vintage 1960s David Webb Crystal Pool Necklace,necklace,1960s,,asking,55000,USD,Eric Originals & Antiques,https://ericoriginals.com/products/vintage-1960s-david-webb-crystal-pool-necklace,https://cdn.shopify.com/s/files/1/0564/0916/1794/files/N2851_aa_653315.jpg?v=1754416171,N2851,Finely crafted in 18k yellow gold with three cross-hatched Rock Crystals. Signed by David Webb Circa 1960s 16 inches long,shopify:ericoriginals.com,2026-08-07,2026-08-08,2,active
url:saidiansons.com/products/david-webb-turquoise-and-diamond-snake-bangle-bracelet,David Webb Turquoise And Diamond Snake Bangle Bracelet,bracelet,,,asking,55000,USD,Saidian & Sons,https://saidiansons.com/products/david-webb-turquoise-and-diamond-snake-bangle-bracelet,https://cdn.shopify.com/s/files/1/0038/5545/0182/files/UN-3596_q7jr6t552mg_2026-07-15-13-00-17.jpg?v=1784232512,8476802220102,"David Webb Turquoise and Diamond Snake Bangle Bracelet A bangle featuring textured gold as snake skin set with a turquoise and diamond head Measurements: 2.75"" in diameter (flexible for different sizes) Signed, Webb Gram Weight: 118 grams Metal Type: 18 karat yellow gold and platinum",shopify:saidiansons.com,2026-08-07,2026-08-08,2,active
url:saidiansons.com/products/david-webb-colombian-emerald-diamond-mens-ring,David Webb Colombian Emerald & Diamond Men's Ring,ring,,,asking,55000,USD,Saidian & Sons,https://saidiansons.com/products/david-webb-colombian-emerald-diamond-mens-ring,https://cdn.shopify.com/s/files/1/0038/5545/0182/files/45_15.jpg?v=1693407442,7157989146694,David Webb Colombian Emerald & Diamond Men's Ring A platinum and 18 karat white gold ring set with an AGL certified Colombian step cut emerald and 12 baguette cut diamonds Accompanied by a David Webb certificate of authenticity and an AGL certificate stating the emerald is of Colombian origin Emeral,shopify:saidiansons.com,2026-08-07,2026-08-08,2,active
url:legacyvintagejewels.com/products/david-webb-ruby-earerings,David Webb Certified Unheated Burmese Ruby & Diamond Earrings,earrings,,,asking,55000,USD,Legacy Vintage Jewels,https://legacyvintagejewels.com/products/david-webb-ruby-earerings,https://cdn.shopify.com/s/files/1/0663/6892/9941/files/45_4.jpg?v=1728489743,LVJ-DW-OXXBV-19,"David Webb Certified Unheated Burmese Ruby & Diamond Earrings Experience the luxurious allure of these David Webb earrings, a stunning example of exceptional craftsmanship and exquisite gemstones. Crafted from a combination of platinum and 18 karat gold, each earring features two magnificent unheate",shopify:legacyvintagejewels.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-hammered-f-platinum-18k-yellow-gold-lapis-and-diamonds-brooch-rr3880,David Webb Hammered F Platinum & 18K Yellow Gold Lapis and Diamonds Brooch,brooch,,,asking,54300,USD,The Back Vault,https://thebackvault.com/products/david-webb-hammered-f-platinum-18k-yellow-gold-lapis-and-diamonds-brooch-rr3880,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR3880.jpg?v=1756329419,RR3880,Center Diamond Weight: 15.00 Metal Type: Platinum & 18K Yellow Gold Metal Weight: 89.0 gr. Stock: RR3880,shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-hammered-clouf-collar-necklace-rr9864,David Webb Platinum & 18K Yellow Gold Hammered Clouf Collar Necklace,necklace,,,asking,54200,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-hammered-clouf-collar-necklace-rr9864,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR9864_2c0db013-8093-406e-9c0f-354d819f9442.jpg?v=1756340793,RR9864,"David Webb 18K yellow gold estate necklace with a bold, ancient-inspired design. This striking piece lays flat on the chest, offering a substantial and luxurious feel. Weighing 243 grams, it exudes a sense of timeless elegance and craftsmanship. Measures 16 inches in length. Center Diamond Weight: 0",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:yafasignedjewels.com/products/david-webb-cubist-aquamarine-ring,DAVID WEBB 'Cubist' Aquamarine Ring,ring,,,asking,54000,USD,Yafa Signed Jewels,https://yafasignedjewels.com/products/david-webb-cubist-aquamarine-ring,https://cdn.shopify.com/s/files/1/0727/7772/8274/files/edited_R1931_2_1854457.jpg?v=1769115418,R1931,"Brillliant-cut diamonds, aquamarine, white enamel, 18K gold, and platinum. Collection - 75 years in a New York minute Approximate Width - 0.30"" x 1.19"" Size - 6 Signed - David Webb",shopify:yafasignedjewels.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-1960s-diamond-ruby-and-turquoise-bangle-bracelet-rr6730,"David Webb Platinum & 18K Yellow Gold 1960's Diamond, Ruby And Turquoise Bangle Bracelet",bracelet,1960,,asking,53600,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-1960s-diamond-ruby-and-turquoise-bangle-bracelet-rr6730,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR6730.jpg?v=1780816969,RR6730,"The cuff features full-cut diamonds weighing a total of approximately 3.15 carats, enhanced by baguette-cut rubies weighing a total of approximately 2.35 carats, complemented by oval-shaped turquoise cabochons, set in 18k gold, having platinum accents, marked Webb. Gross weight 107.50 grams. Dimensi",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:macklowegallery.com/products/david-webb-mid-century-diamond-bracelet,David Webb Mid-Century Diamond Bracelet,bracelet,1970s,,asking,52500,USD,Macklowe Gallery,https://macklowegallery.com/products/david-webb-mid-century-diamond-bracelet,https://cdn.shopify.com/s/files/1/0479/4420/4448/files/22221_0.jpg?v=1768510649,BA-22221,"Set with 22 carats of diamonds, this 1970s David Webb bracelet is mounted in 18K gold and platinum. The bombé form is set with 495 round brilliant-cut diamonds set in a beehive pattern of 18K gold alternating with platinum. Beautifully engineered to be maximally flexible, this sleek Webb bracelet si",shopify:macklowegallery.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-leopard-platinum-18k-yellow-gold-spotted-bangle-diamond-bracelet-rr6236,David Webb Leopard Platinum & 18K Yellow Gold Spotted Bangle Diamond Bracelet,bracelet,,,asking,52100,USD,The Back Vault,https://thebackvault.com/products/david-webb-leopard-platinum-18k-yellow-gold-spotted-bangle-diamond-bracelet-rr6236,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR6236-A_0c1e7043-7310-4ccd-8d4f-3675e9a2173e.jpg?v=1776783224,RR6236,"Leopard twisted bangle bracelet, decorated with black enamel spots, cabochon emerald eyes, and pavé-set diamonds, the bracelet mounted in 18k yellow gold and platinum. Diamonds weighing 2.18 total carats. Hinged on one side. Handmade in New York City by David Webb. Fits small-medium-sized wrists (in",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-arabesque-black-enamel-diamond-cuff-bangle-bracelet-rr6200,David Webb Platinum & 18K Yellow Gold Arabesque Black Enamel Diamond Cuff Bangle Bracelet,bracelet,,,asking,52100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-arabesque-black-enamel-diamond-cuff-bangle-bracelet-rr6200,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR6200.jpg?v=1617233364,RR6200,"18k gold and platinum Arabesque cuff bracelet, designed by David Webb, applied with black enamel and approx. 3.00ctw in H/VS diamonds. Center Diamond Weight: 3.00 Measurements: L: 2.25 inches Metal Type: Platinum & 18K Yellow Gold Metal Weight: 128.1 gr. Signed: WEBB Condition: Excellent. Stock: RR6",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-diamonds-cabochon-emeralds-bracelet-rr6436,"David Webb Platinum & 18K Yellow Gold Diamonds, Cabochon Emeralds Bracelet",bracelet,,,asking,52100,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-diamonds-cabochon-emeralds-bracelet-rr6436,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR6436.jpg?v=1756327851,RR6436,"Vintage bracelet by David Webb crafted in 18K Yellow Gold and Platinum, mounted with 14 lovely green cabochon emeralds and round cut diamonds. Bracelet Width: 0.8 inches Inside Circumference 6.5 inches Center Diamond Weight: 7.00 Measurements: W: 0.8 inches Metal Type: Platinum & 18K Yellow Gold Met",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:yafasignedjewels.com/products/david-webb-18k-yellow-gold-platinum-sugarloaf-coral-sapphire-and-diamond-ring,"DAVID WEBB 18K Yellow Gold & Platinum Sugarloaf Coral, Sapphire and Diamond Ring",ring,,,asking,52000,USD,Yafa Signed Jewels,https://yafasignedjewels.com/products/david-webb-18k-yellow-gold-platinum-sugarloaf-coral-sapphire-and-diamond-ring,https://cdn.shopify.com/s/files/1/0727/7772/8274/files/R1930-1_3122697.jpg?v=1777563910,R1930,"A bold expression of sculptural elegance, this striking ring is crowned by a magnificent sugarloaf coral, its softly faceted surface glowing with a rich, sunset-like warmth. The coral’s saturated hue is beautifully offset by a rhythmic border of velvety blue sapphires, each stone set in a continuous",shopify:yafasignedjewels.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-vintage-18k-yellow-gold-purple-chalcedony-carved-beads-rock-crystal-necklace-j10465,David Webb Vintage 18K Yellow Gold Purple Chalcedony Carved Beads Rock Crystal Necklace,necklace,,,asking,52000,USD,The Back Vault,https://thebackvault.com/products/david-webb-vintage-18k-yellow-gold-purple-chalcedony-carved-beads-rock-crystal-necklace-j10465,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/J10465.jpg?v=1779091145,J10465,"Vintage David Webb necklace crafted in 18K yellow gold, featuring carved purple chalcedony beads accented by black enamel spacers and a detachable rock crystal pendant centered with a cabochon purple chalcedony. Weighing 203 grams, this bold and highly sculptural design embodies the unmistakable art",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-36-inches-necklace-j10363,David Webb 18K Yellow Gold 36 Inches Necklace,necklace,,,asking,52000,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-36-inches-necklace-j10363,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/J10363.jpg?v=1779338864,J10363,"David Webb necklace crafted in 18K yellow gold, designed as a substantial 36-inch chain showcasing the bold gold work for which the American jeweler is celebrated. The impressive construction offers fluid movement and strong visual presence while maintaining timeless versatility. Ingeniously designe",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:oakgem.com/products/david-webb-diamond-enamel-gold-platinum-swirl-cuff-bracelet,David Webb Diamond Enamel Gold Platinum Swirl Cuff Bracelet,bracelet,,,asking,52000,USD,Oak Gem,https://oakgem.com/products/david-webb-diamond-enamel-gold-platinum-swirl-cuff-bracelet,https://cdn.shopify.com/s/files/1/1064/3732/files/David_Webb_Diamond_Enamel_Gold_Platinum_Swirl_Cuff_Bracelet-347-0.jpg?v=1780002684,OG-1822,"18k yellow gold and platinum red enamel cuff bracelet by David Webb, with approx. 1.60cts in H/VS-SI1 diamonds. DESIGNER: David Webb MATERIAL: 18k Gold / Platinum GEMSTONES: Diamond DIMENSIONS: Cuff will fit approx. 6.75"" wrist and is 1.5"" wide at the widest point. MARKED/TESTED: David Webb, 18k, 90",shopify:oakgem.com,2026-08-07,2026-08-08,2,active
url:oakgem.com/products/david-webb-hammered-gold-solar-necklace,David Webb Hammered Gold Solar Necklace,necklace,,,asking,52000,USD,Oak Gem,https://oakgem.com/products/david-webb-hammered-gold-solar-necklace,https://cdn.shopify.com/s/files/1/1064/3732/files/David_Webb_Hammered_Gold_Solar_Necklace-1271-0.jpg?v=1767723941,OG-34499,"David Webb 18k gold Solar necklace. Retail $62000. DESIGNER: David Webb MATERIAL: 18k Yellow Gold GEMSTONES: None DIMENSIONS: Necklace is 21"" long, discs measure from 20mm to 60mm in diameter. MARKED/TESTED: David Webb 18k, ES346. WEIGHT: 211.5 grams CONDITION: Previously Owned / Excellent Condition",shopify:oakgem.com,2026-08-07,2026-08-08,2,active
url:oakgem.com/products/david-webb-bastille-diamond-gold-platinum-coral-cuff-bracelet,David Webb Bastille Diamond Gold Platinum Coral Cuff Bracelet,bracelet,,,asking,52000,USD,Oak Gem,https://oakgem.com/products/david-webb-bastille-diamond-gold-platinum-coral-cuff-bracelet,https://cdn.shopify.com/s/files/1/1064/3732/products/DSCN5260.JPG?v=1624394617,OG-1823,"18k gold and platinum cuff bracelet, crafted by David Webb for Bastille collection, adorned with corals and approx. 1.60ctw in H/VS diamonds. DESIGNER : David Webb MATERIAL: 18k Gold / Platinum GEMSTONES: Diamonds- 1.60ctw, Coral DIMENSIONS : Bracelet iwill fit up to 7"" wrist and is 33mm wide. WEIGH",shopify:oakgem.com,2026-08-07,2026-08-08,2,active
url:oakgem.com/products/david-webb-diamond-gold-platinum-enamel-arabesque-cuff-bracelet,David Webb Diamond Gold Platinum Enamel Arabesque Cuff Bracelet,bracelet,,,asking,52000,USD,Oak Gem,https://oakgem.com/products/david-webb-diamond-gold-platinum-enamel-arabesque-cuff-bracelet,https://cdn.shopify.com/s/files/1/1064/3732/products/DSCN0355_9472851a-65b9-4d80-8405-078d3eafa797.jpg?v=1624398977,OG-880,"18k gold and platinum Arabesque bracelet by David Webb, with red enamel and approx. 2.25cts in H/VS-SI1 diamonds. DESIGNER: David Webb MATERIAL : 18k Gold / Platinum GEMSTONES: Diamond DIMENSIONS : Cuff will fit approx. 6.75"" wrist and is 2"" wide at the widest point. . MARKED/TESTED : David Webb, 18",shopify:oakgem.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-tiger-platinum-18k-yellow-gold-enamel-stripped-bracelet-rr6268,David Webb Tiger Platinum & 18K Yellow Gold Enamel Stripped Bracelet,bracelet,,,asking,51600,USD,The Back Vault,https://thebackvault.com/products/david-webb-tiger-platinum-18k-yellow-gold-enamel-stripped-bracelet-rr6268,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR6268_70d346a8-787d-4b47-9c08-1e6130661e16.jpg?v=1756338631,RR6268,"ENAMEL, DIAMOND AND EMERALD TIGER BANGLE BRACELET, DAVID WEBB Designed as a tiger's head, with an articulated body, terminating in a looped tail, decorated with black and cream enamel stripes, enhanced by a pavé-set diamond head and collar and cabochon emerald eyes, mounted in 18K yellow gold and pl",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:yafasignedjewels.com/products/david-webb-faceted-rock-crystal-black-enamel-and-diamond-midnight-ear-clips,"DAVID WEBB Faceted Rock Crystal, Black Enamel and Diamond “Midnight” Ear Clips",earrings,1990,,asking,51500,USD,Yafa Signed Jewels,https://yafasignedjewels.com/products/david-webb-faceted-rock-crystal-black-enamel-and-diamond-midnight-ear-clips,https://cdn.shopify.com/s/files/1/0727/7772/8274/files/E2016-1_3225012.jpg?v=1776186660,E2016,"A dramatic and sophisticated pair of DAVID WEBB “Midnight” ear clips, exquisitely crafted in 18K yellow gold and platinum. This iconic design highlights the house’s bold use of contrast and form, combining luminous faceted rock crystal with rich black enamel and brilliant diamonds. The composition f",shopify:yafasignedjewels.com,2026-08-07,2026-08-08,2,active
url:macklowegallery.com/products/david-webb-twilight-cuff-bracelet,"David Webb ""Twilight"" Cuff Bracelet",bracelet,1970s,,asking,51500,USD,Macklowe Gallery,https://macklowegallery.com/products/david-webb-twilight-cuff-bracelet,https://cdn.shopify.com/s/files/1/0479/4420/4448/files/BA-21999_0.jpg?v=1764707613,BA-21999,"Designed by David Webb in the early 1970s, this ""Twilight"" collection cuff bracelet is composed of 18K gold, diamonds, baroque pearls and enamel. It is designed as a double hinged cuff with three white baroque South sea pearls set above a pattern of crosshatched lines pavé-set diamond and black enam",shopify:macklowegallery.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-french-chinos-carved-jade-pendant-rr9920,David Webb 18K Yellow Gold French Chinos Carved Jade Pendant,necklace,,,asking,51300,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-french-chinos-carved-jade-pendant-rr9920,https://cdn.shopify.com/s/files/1/0275/9891/3611/files/RR9920_ccf98438-87b8-4ad3-93d8-4e653568beb8.jpg?v=1756340614,RR9920,"Exquisite pendant/brooch. Made of 18 karat yellow gold, the pendant features a carved jade accented with a four carved emeralds, five carved sapphires, two cabochon and nineteen faceted rubies and seven round brilliant cut diamonds (G-H color, VS clarity, approximately 0.30 carat total weight). The ",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-mughal-carved-emerald-and-ruby-ring-rr9201,David Webb Platinum & 18K Yellow Gold Mughal Carved Emerald And Ruby Ring,ring,,,asking,51300,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-mughal-carved-emerald-and-ruby-ring-rr9201,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR9201.jpg?v=1756337789,RR9201,"Behold the resplendent elegance of an Estate David Webb Cocktail Ring, a true testament to the artistry and craftsmanship that define the brand. This captivating piece is an exquisite medley of gemstones that converge in a harmonious dance of colors and brilliance. At its heart lies a meticulously c",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-18k-yellow-gold-cabochon-emerald-sapphire-ruby-and-diamond-brooch-rr9199,"David Webb 18K Yellow Gold Cabochon Emerald, Sapphire, Ruby And Diamond Brooch",brooch,,,asking,51300,USD,The Back Vault,https://thebackvault.com/products/david-webb-18k-yellow-gold-cabochon-emerald-sapphire-ruby-and-diamond-brooch-rr9199,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR9199.jpg?v=1756337780,RR9199,"Discover a true masterpiece of artistry and design with the Estate 18K Yellow Gold David Webb Brooch. With an impressive width of 6cm, this brooch is a testament to meticulous craftsmanship and creative excellence. The intricate openwork design showcases David Webb's unparalleled expertise, allowing",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
url:thebackvault.com/products/david-webb-platinum-18k-yellow-gold-15-80cts-heraldic-diamond-pendant-brooch-rr7653,David Webb Platinum & 18K Yellow Gold 15.80cts Heraldic Diamond Pendant Brooch,necklace,,,asking,51300,USD,The Back Vault,https://thebackvault.com/products/david-webb-platinum-18k-yellow-gold-15-80cts-heraldic-diamond-pendant-brooch-rr7653,https://cdn.shopify.com/s/files/1/0275/9891/3611/products/RR7653_75e67840-f4ec-4f77-9116-b65c0a2589e9.jpg?v=1756336262,RR7653,"Of Heraldic design this brooch by David Webb is in great condition considering it's age.Set with baguette and round cut diamonds of approx 15.80cts, centering a cushion shaped round diamond cluster, inset atop a rigid finish plaque. About 2 inches wide. Double pin closure this pin can also be worn a",shopify:thebackvault.com,2026-08-07,2026-08-08,2,active
